bin_idx,bin_left,bin_right,bin_count,bipartite_count,bipartite_percent,mean_density_in_bin,mean_bipartivity_in_bin,dataset_name,nodes,density_category
99,0.565714,0.571429,3,0,0.000000,0.571429,0.675245,8N_Bipartite_Sparse,8,Sparse
0,0.000000,0.005714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
1,0.005714,0.011429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
2,0.011429,0.017143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
3,0.017143,0.022857,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
4,0.022857,0.028571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
5,0.028571,0.034286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
6,0.034286,0.040000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
7,0.040000,0.045714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
8,0.045714,0.051429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
9,0.051429,0.057143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
10,0.057143,0.062857,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
11,0.062857,0.068571,1,1,100.000000,0.066667,1.000000,10N_Bipartite_Dense,10,Dense
12,0.068571,0.074286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
13,0.074286,0.080000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
14,0.080000,0.085714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
15,0.085714,0.091429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
16,0.091429,0.097143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
17,0.097143,0.102857,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
18,0.102857,0.108571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
19,0.108571,0.114286,1,1,100.000000,0.111111,1.000000,10N_Bipartite_Dense,10,Dense
20,0.114286,0.120000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
21,0.120000,0.125714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
22,0.125714,0.131429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
23,0.131429,0.137143,10,9,90.000000,0.133333,0.992706,10N_Bipartite_Dense,10,Dense
24,0.137143,0.142857,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
25,0.142857,0.148571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
26,0.148571,0.154286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
27,0.154286,0.160000,31,21,67.741935,0.155556,0.983425,10N_Bipartite_Dense,10,Dense
28,0.160000,0.165714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
29,0.165714,0.171429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
30,0.171429,0.177143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
31,0.177143,0.182857,60,28,46.666667,0.177778,0.961788,10N_Bipartite_Dense,10,Dense
32,0.182857,0.188571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
33,0.188571,0.194286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
34,0.194286,0.200000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
35,0.200000,0.205714,140,56,40.000000,0.200000,0.955060,10N_Bipartite_Dense,10,Dense
36,0.205714,0.211429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
37,0.211429,0.217143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
38,0.217143,0.222857,277,48,17.328520,0.222222,0.930431,10N_Bipartite_Dense,10,Dense
39,0.222857,0.228571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
40,0.228571,0.234286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
41,0.234286,0.240000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
42,0.240000,0.245714,468,44,9.401709,0.244444,0.915367,10N_Bipartite_Dense,10,Dense
43,0.245714,0.251429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
44,0.251429,0.257143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
45,0.257143,0.262857,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
46,0.262857,0.268571,680,32,4.705882,0.266667,0.899748,10N_Bipartite_Dense,10,Dense
47,0.268571,0.274286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
48,0.274286,0.280000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
49,0.280000,0.285714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
50,0.285714,0.291429,888,7,0.788288,0.288889,0.872601,10N_Bipartite_Dense,10,Dense
51,0.291429,0.297143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
52,0.297143,0.302857,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
53,0.302857,0.308571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
54,0.308571,0.314286,1118,6,0.536673,0.311111,0.845257,10N_Bipartite_Dense,10,Dense
55,0.314286,0.320000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
56,0.320000,0.325714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
57,0.325714,0.331429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
58,0.331429,0.337143,1205,2,0.165975,0.333333,0.820010,10N_Bipartite_Dense,10,Dense
59,0.337143,0.342857,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
60,0.342857,0.348571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
61,0.348571,0.354286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
62,0.354286,0.360000,1214,0,0.000000,0.355556,0.793895,10N_Bipartite_Dense,10,Dense
63,0.360000,0.365714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
64,0.365714,0.371429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
65,0.371429,0.377143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
66,0.377143,0.382857,1151,0,0.000000,0.377778,0.765763,10N_Bipartite_Dense,10,Dense
67,0.382857,0.388571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
68,0.388571,0.394286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
69,0.394286,0.400000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
70,0.400000,0.405714,928,0,0.000000,0.400000,0.737933,10N_Bipartite_Dense,10,Dense
71,0.405714,0.411429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
72,0.411429,0.417143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
73,0.417143,0.422857,696,0,0.000000,0.422222,0.710750,10N_Bipartite_Dense,10,Dense
74,0.422857,0.428571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
75,0.428571,0.434286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
76,0.434286,0.440000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
77,0.440000,0.445714,481,0,0.000000,0.444444,0.686676,10N_Bipartite_Dense,10,Dense
78,0.445714,0.451429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
79,0.451429,0.457143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
80,0.457143,0.462857,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
81,0.462857,0.468571,308,0,0.000000,0.466667,0.666023,10N_Bipartite_Dense,10,Dense
82,0.468571,0.474286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
83,0.474286,0.480000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
84,0.480000,0.485714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
85,0.485714,0.491429,169,0,0.000000,0.488889,0.647007,10N_Bipartite_Dense,10,Dense
86,0.491429,0.497143,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
87,0.497143,0.502857,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
88,0.502857,0.508571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
89,0.508571,0.514286,94,0,0.000000,0.511111,0.620953,10N_Bipartite_Dense,10,Dense
90,0.514286,0.520000,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
91,0.520000,0.525714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
92,0.525714,0.531429,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
93,0.531429,0.537143,48,0,0.000000,0.533333,0.601959,10N_Bipartite_Dense,10,Dense
94,0.537143,0.542857,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
95,0.542857,0.548571,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
96,0.548571,0.554286,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
97,0.554286,0.560000,20,0,0.000000,0.555556,0.586778,10N_Bipartite_Dense,10,Dense
98,0.560000,0.565714,0,0,NA,NA,NA,10N_Bipartite_Dense,10,Dense
99,0.565714,0.571429,12,0,0.000000,0.587037,0.571889,10N_Bipartite_Dense,10,Dense
0,0.000000,0.005714,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
1,0.005714,0.011429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
2,0.011429,0.017143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
3,0.017143,0.022857,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
4,0.022857,0.028571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
5,0.028571,0.034286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
6,0.034286,0.040000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
7,0.040000,0.045714,7,7,100.000000,0.044444,1.000000,10N_Bipartite_Medium,10,Medium
8,0.045714,0.051429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
9,0.051429,0.057143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
10,0.057143,0.062857,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
11,0.062857,0.068571,20,20,100.000000,0.066667,1.000000,10N_Bipartite_Medium,10,Medium
12,0.068571,0.074286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
13,0.074286,0.080000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
14,0.080000,0.085714,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
15,0.085714,0.091429,91,87,95.604396,0.088889,0.996498,10N_Bipartite_Medium,10,Medium
16,0.091429,0.097143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
17,0.097143,0.102857,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
18,0.102857,0.108571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
19,0.108571,0.114286,255,239,93.725490,0.111111,0.995182,10N_Bipartite_Medium,10,Medium
20,0.114286,0.120000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
21,0.120000,0.125714,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
22,0.125714,0.131429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
23,0.131429,0.137143,459,392,85.403050,0.133333,0.989798,10N_Bipartite_Medium,10,Medium
24,0.137143,0.142857,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
25,0.142857,0.148571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
26,0.148571,0.154286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
27,0.154286,0.160000,733,516,70.395634,0.155556,0.980418,10N_Bipartite_Medium,10,Medium
28,0.160000,0.165714,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
29,0.165714,0.171429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
30,0.171429,0.177143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
31,0.177143,0.182857,1085,547,50.414747,0.177778,0.966416,10N_Bipartite_Medium,10,Medium
32,0.182857,0.188571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
33,0.188571,0.194286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
34,0.194286,0.200000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
35,0.200000,0.205714,1306,442,33.843798,0.200000,0.953735,10N_Bipartite_Medium,10,Medium
36,0.205714,0.211429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
37,0.211429,0.217143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
38,0.217143,0.222857,1378,261,18.940493,0.222222,0.937659,10N_Bipartite_Medium,10,Medium
39,0.222857,0.228571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
40,0.228571,0.234286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
41,0.234286,0.240000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
42,0.240000,0.245714,1395,119,8.530466,0.244444,0.916460,10N_Bipartite_Medium,10,Medium
43,0.245714,0.251429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
44,0.251429,0.257143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
45,0.257143,0.262857,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
46,0.262857,0.268571,1088,43,3.952206,0.266667,0.896241,10N_Bipartite_Medium,10,Medium
47,0.268571,0.274286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
48,0.274286,0.280000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
49,0.280000,0.285714,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
50,0.285714,0.291429,867,12,1.384083,0.288889,0.870223,10N_Bipartite_Medium,10,Medium
51,0.291429,0.297143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
52,0.297143,0.302857,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
53,0.302857,0.308571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
54,0.308571,0.314286,580,1,0.172414,0.311111,0.846304,10N_Bipartite_Medium,10,Medium
55,0.314286,0.320000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
56,0.320000,0.325714,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
57,0.325714,0.331429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
58,0.331429,0.337143,371,2,0.539084,0.333333,0.820378,10N_Bipartite_Medium,10,Medium
59,0.337143,0.342857,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
60,0.342857,0.348571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
61,0.348571,0.354286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
62,0.354286,0.360000,176,0,0.000000,0.355556,0.792049,10N_Bipartite_Medium,10,Medium
63,0.360000,0.365714,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
64,0.365714,0.371429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
65,0.371429,0.377143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
66,0.377143,0.382857,111,0,0.000000,0.377778,0.766180,10N_Bipartite_Medium,10,Medium
67,0.382857,0.388571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
68,0.388571,0.394286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
69,0.394286,0.400000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
70,0.400000,0.405714,49,0,0.000000,0.400000,0.722783,10N_Bipartite_Medium,10,Medium
71,0.405714,0.411429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
72,0.411429,0.417143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
73,0.417143,0.422857,22,0,0.000000,0.422222,0.715452,10N_Bipartite_Medium,10,Medium
74,0.422857,0.428571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
75,0.428571,0.434286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
76,0.434286,0.440000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
77,0.440000,0.445714,4,0,0.000000,0.444444,0.688402,10N_Bipartite_Medium,10,Medium
78,0.445714,0.451429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
79,0.451429,0.457143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
80,0.457143,0.462857,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
81,0.462857,0.468571,2,0,0.000000,0.466667,0.671977,10N_Bipartite_Medium,10,Medium
82,0.468571,0.474286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
83,0.474286,0.480000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
84,0.480000,0.485714,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
85,0.485714,0.491429,1,0,0.000000,0.488889,0.583124,10N_Bipartite_Medium,10,Medium
86,0.491429,0.497143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
87,0.497143,0.502857,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
88,0.502857,0.508571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
89,0.508571,0.514286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
90,0.514286,0.520000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
91,0.520000,0.525714,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
92,0.525714,0.531429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
93,0.531429,0.537143,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
94,0.537143,0.542857,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
95,0.542857,0.548571,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
96,0.548571,0.554286,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
97,0.554286,0.560000,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
98,0.560000,0.565714,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
99,0.565714,0.571429,0,0,NA,NA,NA,10N_Bipartite_Medium,10,Medium
0,0.000000,0.005714,1,1,100.000000,0.000000,1.000000,10N_Bipartite_Sparse,10,Sparse
1,0.005714,0.011429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
2,0.011429,0.017143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
3,0.017143,0.022857,15,15,100.000000,0.022222,1.000000,10N_Bipartite_Sparse,10,Sparse
4,0.022857,0.028571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
5,0.028571,0.034286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
6,0.034286,0.040000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
7,0.040000,0.045714,61,61,100.000000,0.044444,1.000000,10N_Bipartite_Sparse,10,Sparse
8,0.045714,0.051429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
9,0.051429,0.057143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
10,0.057143,0.062857,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
11,0.062857,0.068571,229,229,100.000000,0.066667,1.000000,10N_Bipartite_Sparse,10,Sparse
12,0.068571,0.074286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
13,0.074286,0.080000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
14,0.080000,0.085714,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
15,0.085714,0.091429,470,457,97.234043,0.088889,0.997767,10N_Bipartite_Sparse,10,Sparse
16,0.091429,0.097143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
17,0.097143,0.102857,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
18,0.102857,0.108571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
19,0.108571,0.114286,884,808,91.402715,0.111111,0.993589,10N_Bipartite_Sparse,10,Sparse
20,0.114286,0.120000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
21,0.120000,0.125714,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
22,0.125714,0.131429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
23,0.131429,0.137143,1287,1064,82.672883,0.133333,0.987046,10N_Bipartite_Sparse,10,Sparse
24,0.137143,0.142857,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
25,0.142857,0.148571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
26,0.148571,0.154286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
27,0.154286,0.160000,1495,1025,68.561873,0.155556,0.978245,10N_Bipartite_Sparse,10,Sparse
28,0.160000,0.165714,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
29,0.165714,0.171429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
30,0.171429,0.177143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
31,0.177143,0.182857,1546,812,52.522639,0.177778,0.968534,10N_Bipartite_Sparse,10,Sparse
32,0.182857,0.188571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
33,0.188571,0.194286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
34,0.194286,0.200000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
35,0.200000,0.205714,1340,478,35.671642,0.200000,0.954539,10N_Bipartite_Sparse,10,Sparse
36,0.205714,0.211429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
37,0.211429,0.217143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
38,0.217143,0.222857,1048,210,20.038168,0.222222,0.937014,10N_Bipartite_Sparse,10,Sparse
39,0.222857,0.228571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
40,0.228571,0.234286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
41,0.234286,0.240000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
42,0.240000,0.245714,744,68,9.139785,0.244444,0.915580,10N_Bipartite_Sparse,10,Sparse
43,0.245714,0.251429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
44,0.251429,0.257143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
45,0.257143,0.262857,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
46,0.262857,0.268571,446,18,4.035874,0.266667,0.894843,10N_Bipartite_Sparse,10,Sparse
47,0.268571,0.274286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
48,0.274286,0.280000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
49,0.280000,0.285714,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
50,0.285714,0.291429,233,1,0.429185,0.288889,0.870936,10N_Bipartite_Sparse,10,Sparse
51,0.291429,0.297143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
52,0.297143,0.302857,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
53,0.302857,0.308571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
54,0.308571,0.314286,109,1,0.917431,0.311111,0.853425,10N_Bipartite_Sparse,10,Sparse
55,0.314286,0.320000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
56,0.320000,0.325714,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
57,0.325714,0.331429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
58,0.331429,0.337143,67,0,0.000000,0.333333,0.813726,10N_Bipartite_Sparse,10,Sparse
59,0.337143,0.342857,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
60,0.342857,0.348571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
61,0.348571,0.354286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
62,0.354286,0.360000,15,0,0.000000,0.355556,0.777897,10N_Bipartite_Sparse,10,Sparse
63,0.360000,0.365714,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
64,0.365714,0.371429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
65,0.371429,0.377143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
66,0.377143,0.382857,8,0,0.000000,0.377778,0.746699,10N_Bipartite_Sparse,10,Sparse
67,0.382857,0.388571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
68,0.388571,0.394286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
69,0.394286,0.400000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
70,0.400000,0.405714,1,0,0.000000,0.400000,0.760006,10N_Bipartite_Sparse,10,Sparse
71,0.405714,0.411429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
72,0.411429,0.417143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
73,0.417143,0.422857,1,0,0.000000,0.422222,0.710934,10N_Bipartite_Sparse,10,Sparse
74,0.422857,0.428571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
75,0.428571,0.434286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
76,0.434286,0.440000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
77,0.440000,0.445714,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
78,0.445714,0.451429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
79,0.451429,0.457143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
80,0.457143,0.462857,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
81,0.462857,0.468571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
82,0.468571,0.474286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
83,0.474286,0.480000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
84,0.480000,0.485714,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
85,0.485714,0.491429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
86,0.491429,0.497143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
87,0.497143,0.502857,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
88,0.502857,0.508571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
89,0.508571,0.514286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
90,0.514286,0.520000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
91,0.520000,0.525714,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
92,0.525714,0.531429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
93,0.531429,0.537143,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
94,0.537143,0.542857,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
95,0.542857,0.548571,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
96,0.548571,0.554286,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
97,0.554286,0.560000,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
98,0.560000,0.565714,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
99,0.565714,0.571429,0,0,NA,NA,NA,10N_Bipartite_Sparse,10,Sparse
0,0.000000,0.005714,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
