bin_idx,bin_left,bin_right,bin_count,bipartite_count,bipartite_percent,mean_density_in_bin,mean_bipartivity_in_bin,dataset_name,nodes,density_category
1,0.005714,0.011429,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
2,0.011429,0.017143,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
3,0.017143,0.022857,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
4,0.022857,0.028571,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
5,0.028571,0.034286,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
6,0.034286,0.040000,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
7,0.040000,0.045714,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
8,0.045714,0.051429,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
9,0.051429,0.057143,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
10,0.057143,0.062857,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
11,0.062857,0.068571,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
12,0.068571,0.074286,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
13,0.074286,0.080000,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
14,0.080000,0.085714,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
15,0.085714,0.091429,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
16,0.091429,0.097143,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
17,0.097143,0.102857,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
18,0.102857,0.108571,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
19,0.108571,0.114286,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
20,0.114286,0.120000,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
21,0.120000,0.125714,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
22,0.125714,0.131429,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
23,0.131429,0.137143,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
24,0.137143,0.142857,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
25,0.142857,0.148571,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
26,0.148571,0.154286,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
27,0.154286,0.160000,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
28,0.160000,0.165714,1,0,0.000000,0.164835,0.859656,14N_Bipartite_Dense,14,Dense
29,0.165714,0.171429,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
30,0.171429,0.177143,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
31,0.177143,0.182857,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
32,0.182857,0.188571,1,0,0.000000,0.186813,0.913664,14N_Bipartite_Dense,14,Dense
33,0.188571,0.194286,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
34,0.194286,0.200000,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
35,0.200000,0.205714,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
36,0.205714,0.211429,2,0,0.000000,0.208791,0.854609,14N_Bipartite_Dense,14,Dense
37,0.211429,0.217143,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
38,0.217143,0.222857,5,0,0.000000,0.219780,0.850072,14N_Bipartite_Dense,14,Dense
39,0.222857,0.228571,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
40,0.228571,0.234286,13,0,0.000000,0.230769,0.842590,14N_Bipartite_Dense,14,Dense
41,0.234286,0.240000,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
42,0.240000,0.245714,27,0,0.000000,0.241758,0.830462,14N_Bipartite_Dense,14,Dense
43,0.245714,0.251429,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
44,0.251429,0.257143,49,0,0.000000,0.252747,0.813507,14N_Bipartite_Dense,14,Dense
45,0.257143,0.262857,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
46,0.262857,0.268571,92,0,0.000000,0.263736,0.807619,14N_Bipartite_Dense,14,Dense
47,0.268571,0.274286,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
48,0.274286,0.280000,122,0,0.000000,0.274725,0.779353,14N_Bipartite_Dense,14,Dense
49,0.280000,0.285714,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
50,0.285714,0.291429,188,0,0.000000,0.285714,0.762022,14N_Bipartite_Dense,14,Dense
51,0.291429,0.297143,269,0,0.000000,0.296703,0.740878,14N_Bipartite_Dense,14,Dense
52,0.297143,0.302857,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
53,0.302857,0.308571,397,0,0.000000,0.307692,0.729749,14N_Bipartite_Dense,14,Dense
54,0.308571,0.314286,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
55,0.314286,0.320000,514,0,0.000000,0.318681,0.708191,14N_Bipartite_Dense,14,Dense
56,0.320000,0.325714,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
57,0.325714,0.331429,636,0,0.000000,0.329670,0.690987,14N_Bipartite_Dense,14,Dense
58,0.331429,0.337143,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
59,0.337143,0.342857,746,0,0.000000,0.340659,0.677820,14N_Bipartite_Dense,14,Dense
60,0.342857,0.348571,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
61,0.348571,0.354286,768,0,0.000000,0.351648,0.663975,14N_Bipartite_Dense,14,Dense
62,0.354286,0.360000,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
63,0.360000,0.365714,870,0,0.000000,0.362637,0.646791,14N_Bipartite_Dense,14,Dense
64,0.365714,0.371429,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
65,0.371429,0.377143,842,0,0.000000,0.373626,0.635249,14N_Bipartite_Dense,14,Dense
66,0.377143,0.382857,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
67,0.382857,0.388571,833,0,0.000000,0.384615,0.623486,14N_Bipartite_Dense,14,Dense
68,0.388571,0.394286,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
69,0.394286,0.400000,772,0,0.000000,0.395604,0.610426,14N_Bipartite_Dense,14,Dense
70,0.400000,0.405714,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
71,0.405714,0.411429,684,0,0.000000,0.406593,0.600069,14N_Bipartite_Dense,14,Dense
72,0.411429,0.417143,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
73,0.417143,0.422857,597,0,0.000000,0.417582,0.590004,14N_Bipartite_Dense,14,Dense
74,0.422857,0.428571,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
75,0.428571,0.434286,454,0,0.000000,0.428571,0.579587,14N_Bipartite_Dense,14,Dense
76,0.434286,0.440000,367,0,0.000000,0.439560,0.572949,14N_Bipartite_Dense,14,Dense
77,0.440000,0.445714,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
78,0.445714,0.451429,274,0,0.000000,0.450549,0.564093,14N_Bipartite_Dense,14,Dense
79,0.451429,0.457143,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
80,0.457143,0.462857,164,0,0.000000,0.461538,0.557942,14N_Bipartite_Dense,14,Dense
81,0.462857,0.468571,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
82,0.468571,0.474286,114,0,0.000000,0.472527,0.552230,14N_Bipartite_Dense,14,Dense
83,0.474286,0.480000,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
84,0.480000,0.485714,76,0,0.000000,0.483516,0.546364,14N_Bipartite_Dense,14,Dense
85,0.485714,0.491429,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
86,0.491429,0.497143,54,0,0.000000,0.494505,0.539770,14N_Bipartite_Dense,14,Dense
87,0.497143,0.502857,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
88,0.502857,0.508571,32,0,0.000000,0.505495,0.536382,14N_Bipartite_Dense,14,Dense
89,0.508571,0.514286,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
90,0.514286,0.520000,21,0,0.000000,0.516484,0.532614,14N_Bipartite_Dense,14,Dense
91,0.520000,0.525714,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
92,0.525714,0.531429,8,0,0.000000,0.527473,0.527423,14N_Bipartite_Dense,14,Dense
93,0.531429,0.537143,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
94,0.537143,0.542857,6,0,0.000000,0.538462,0.525872,14N_Bipartite_Dense,14,Dense
95,0.542857,0.548571,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
96,0.548571,0.554286,1,0,0.000000,0.549451,0.526054,14N_Bipartite_Dense,14,Dense
97,0.554286,0.560000,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
98,0.560000,0.565714,1,0,0.000000,0.560440,0.514550,14N_Bipartite_Dense,14,Dense
99,0.565714,0.571429,0,0,NA,NA,NA,14N_Bipartite_Dense,14,Dense
0,0.000000,0.005714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
1,0.005714,0.011429,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
2,0.011429,0.017143,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
3,0.017143,0.022857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
4,0.022857,0.028571,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
5,0.028571,0.034286,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
6,0.034286,0.040000,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
7,0.040000,0.045714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
8,0.045714,0.051429,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
9,0.051429,0.057143,1,1,100.000000,0.054945,1.000000,14N_Bipartite_Medium,14,Medium
10,0.057143,0.062857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
11,0.062857,0.068571,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
12,0.068571,0.074286,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
13,0.074286,0.080000,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
14,0.080000,0.085714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
15,0.085714,0.091429,11,9,81.818182,0.087912,0.994151,14N_Bipartite_Medium,14,Medium
16,0.091429,0.097143,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
17,0.097143,0.102857,30,25,83.333333,0.098901,0.990962,14N_Bipartite_Medium,14,Medium
18,0.102857,0.108571,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
19,0.108571,0.114286,63,39,61.904762,0.109890,0.978164,14N_Bipartite_Medium,14,Medium
20,0.114286,0.120000,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
21,0.120000,0.125714,100,53,53.000000,0.120879,0.975340,14N_Bipartite_Medium,14,Medium
22,0.125714,0.131429,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
23,0.131429,0.137143,199,69,34.673367,0.131868,0.973693,14N_Bipartite_Medium,14,Medium
24,0.137143,0.142857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
25,0.142857,0.148571,313,78,24.920128,0.142857,0.961255,14N_Bipartite_Medium,14,Medium
26,0.148571,0.154286,494,68,13.765182,0.153846,0.949697,14N_Bipartite_Medium,14,Medium
27,0.154286,0.160000,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
28,0.160000,0.165714,624,40,6.410256,0.164835,0.934470,14N_Bipartite_Medium,14,Medium
29,0.165714,0.171429,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
30,0.171429,0.177143,821,26,3.166870,0.175824,0.922609,14N_Bipartite_Medium,14,Medium
31,0.177143,0.182857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
32,0.182857,0.188571,931,10,1.074114,0.186813,0.908806,14N_Bipartite_Medium,14,Medium
33,0.188571,0.194286,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
34,0.194286,0.200000,1012,7,0.691700,0.197802,0.899033,14N_Bipartite_Medium,14,Medium
35,0.200000,0.205714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
36,0.205714,0.211429,1036,4,0.386100,0.208791,0.881981,14N_Bipartite_Medium,14,Medium
37,0.211429,0.217143,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
38,0.217143,0.222857,1015,1,0.098522,0.219780,0.865702,14N_Bipartite_Medium,14,Medium
39,0.222857,0.228571,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
40,0.228571,0.234286,822,0,0.000000,0.230769,0.847706,14N_Bipartite_Medium,14,Medium
41,0.234286,0.240000,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
42,0.240000,0.245714,711,0,0.000000,0.241758,0.832152,14N_Bipartite_Medium,14,Medium
43,0.245714,0.251429,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
44,0.251429,0.257143,574,0,0.000000,0.252747,0.814623,14N_Bipartite_Medium,14,Medium
45,0.257143,0.262857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
46,0.262857,0.268571,418,0,0.000000,0.263736,0.792818,14N_Bipartite_Medium,14,Medium
47,0.268571,0.274286,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
48,0.274286,0.280000,335,0,0.000000,0.274725,0.778249,14N_Bipartite_Medium,14,Medium
49,0.280000,0.285714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
50,0.285714,0.291429,208,0,0.000000,0.285714,0.760634,14N_Bipartite_Medium,14,Medium
51,0.291429,0.297143,105,0,0.000000,0.296703,0.740199,14N_Bipartite_Medium,14,Medium
52,0.297143,0.302857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
53,0.302857,0.308571,74,0,0.000000,0.307692,0.725937,14N_Bipartite_Medium,14,Medium
54,0.308571,0.314286,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
55,0.314286,0.320000,48,0,0.000000,0.318681,0.711154,14N_Bipartite_Medium,14,Medium
56,0.320000,0.325714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
57,0.325714,0.331429,34,0,0.000000,0.329670,0.702475,14N_Bipartite_Medium,14,Medium
58,0.331429,0.337143,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
59,0.337143,0.342857,11,0,0.000000,0.340659,0.694246,14N_Bipartite_Medium,14,Medium
60,0.342857,0.348571,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
61,0.348571,0.354286,1,0,0.000000,0.351648,0.670494,14N_Bipartite_Medium,14,Medium
62,0.354286,0.360000,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
63,0.360000,0.365714,5,0,0.000000,0.362637,0.628435,14N_Bipartite_Medium,14,Medium
64,0.365714,0.371429,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
65,0.371429,0.377143,1,0,0.000000,0.373626,0.604160,14N_Bipartite_Medium,14,Medium
66,0.377143,0.382857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
67,0.382857,0.388571,1,0,0.000000,0.384615,0.625285,14N_Bipartite_Medium,14,Medium
68,0.388571,0.394286,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
69,0.394286,0.400000,1,0,0.000000,0.395604,0.614370,14N_Bipartite_Medium,14,Medium
70,0.400000,0.405714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
71,0.405714,0.411429,1,0,0.000000,0.406593,0.604376,14N_Bipartite_Medium,14,Medium
72,0.411429,0.417143,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
73,0.417143,0.422857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
74,0.422857,0.428571,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
75,0.428571,0.434286,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
76,0.434286,0.440000,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
77,0.440000,0.445714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
78,0.445714,0.451429,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
79,0.451429,0.457143,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
80,0.457143,0.462857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
81,0.462857,0.468571,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
82,0.468571,0.474286,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
83,0.474286,0.480000,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
84,0.480000,0.485714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
85,0.485714,0.491429,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
86,0.491429,0.497143,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
87,0.497143,0.502857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
88,0.502857,0.508571,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
89,0.508571,0.514286,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
90,0.514286,0.520000,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
91,0.520000,0.525714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
92,0.525714,0.531429,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
93,0.531429,0.537143,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
94,0.537143,0.542857,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
95,0.542857,0.548571,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
96,0.548571,0.554286,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
97,0.554286,0.560000,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
98,0.560000,0.565714,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
99,0.565714,0.571429,0,0,NA,NA,NA,14N_Bipartite_Medium,14,Medium
0,0.000000,0.005714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
1,0.005714,0.011429,6,6,100.000000,0.010989,1.000000,14N_Bipartite_Sparse,14,Sparse
2,0.011429,0.017143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
3,0.017143,0.022857,24,24,100.000000,0.021978,1.000000,14N_Bipartite_Sparse,14,Sparse
4,0.022857,0.028571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
5,0.028571,0.034286,81,81,100.000000,0.032967,1.000000,14N_Bipartite_Sparse,14,Sparse
6,0.034286,0.040000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
7,0.040000,0.045714,229,227,99.126638,0.043956,0.999448,14N_Bipartite_Sparse,14,Sparse
8,0.045714,0.051429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
9,0.051429,0.057143,492,469,95.325203,0.054945,0.997100,14N_Bipartite_Sparse,14,Sparse
10,0.057143,0.062857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
11,0.062857,0.068571,692,645,93.208092,0.065934,0.995992,14N_Bipartite_Sparse,14,Sparse
12,0.068571,0.074286,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
13,0.074286,0.080000,1052,928,88.212928,0.076923,0.993177,14N_Bipartite_Sparse,14,Sparse
14,0.080000,0.085714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
15,0.085714,0.091429,1306,1082,82.848392,0.087912,0.991768,14N_Bipartite_Sparse,14,Sparse
16,0.091429,0.097143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
17,0.097143,0.102857,1338,977,73.019432,0.098901,0.986853,14N_Bipartite_Sparse,14,Sparse
18,0.102857,0.108571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
19,0.108571,0.114286,1291,753,58.326878,0.109890,0.979387,14N_Bipartite_Sparse,14,Sparse
20,0.114286,0.120000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
21,0.120000,0.125714,1053,462,43.874644,0.120879,0.972940,14N_Bipartite_Sparse,14,Sparse
22,0.125714,0.131429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
23,0.131429,0.137143,826,284,34.382567,0.131868,0.967539,14N_Bipartite_Sparse,14,Sparse
24,0.137143,0.142857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
25,0.142857,0.148571,649,155,23.882897,0.142857,0.958910,14N_Bipartite_Sparse,14,Sparse
26,0.148571,0.154286,414,48,11.594203,0.153846,0.949277,14N_Bipartite_Sparse,14,Sparse
27,0.154286,0.160000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
28,0.160000,0.165714,255,17,6.666667,0.164835,0.933229,14N_Bipartite_Sparse,14,Sparse
29,0.165714,0.171429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
30,0.171429,0.177143,169,4,2.366864,0.175824,0.926326,14N_Bipartite_Sparse,14,Sparse
31,0.177143,0.182857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
32,0.182857,0.188571,76,0,0.000000,0.186813,0.920047,14N_Bipartite_Sparse,14,Sparse
33,0.188571,0.194286,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
34,0.194286,0.200000,32,0,0.000000,0.197802,0.903855,14N_Bipartite_Sparse,14,Sparse
35,0.200000,0.205714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
36,0.205714,0.211429,8,0,0.000000,0.208791,0.860697,14N_Bipartite_Sparse,14,Sparse
37,0.211429,0.217143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
38,0.217143,0.222857,4,0,0.000000,0.219780,0.892619,14N_Bipartite_Sparse,14,Sparse
39,0.222857,0.228571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
40,0.228571,0.234286,3,0,0.000000,0.230769,0.857002,14N_Bipartite_Sparse,14,Sparse
41,0.234286,0.240000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
42,0.240000,0.245714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
43,0.245714,0.251429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
44,0.251429,0.257143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
45,0.257143,0.262857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
46,0.262857,0.268571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
47,0.268571,0.274286,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
48,0.274286,0.280000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
49,0.280000,0.285714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
50,0.285714,0.291429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
51,0.291429,0.297143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
52,0.297143,0.302857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
53,0.302857,0.308571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
54,0.308571,0.314286,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
55,0.314286,0.320000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
56,0.320000,0.325714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
57,0.325714,0.331429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
58,0.331429,0.337143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
59,0.337143,0.342857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
60,0.342857,0.348571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
61,0.348571,0.354286,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
62,0.354286,0.360000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
63,0.360000,0.365714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
64,0.365714,0.371429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
65,0.371429,0.377143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
66,0.377143,0.382857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
67,0.382857,0.388571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
68,0.388571,0.394286,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
69,0.394286,0.400000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
70,0.400000,0.405714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
71,0.405714,0.411429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
72,0.411429,0.417143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
73,0.417143,0.422857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
74,0.422857,0.428571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
75,0.428571,0.434286,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
76,0.434286,0.440000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
77,0.440000,0.445714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
78,0.445714,0.451429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
79,0.451429,0.457143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
80,0.457143,0.462857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
81,0.462857,0.468571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
82,0.468571,0.474286,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
83,0.474286,0.480000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
84,0.480000,0.485714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
85,0.485714,0.491429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
86,0.491429,0.497143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
87,0.497143,0.502857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
88,0.502857,0.508571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
89,0.508571,0.514286,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
90,0.514286,0.520000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
91,0.520000,0.525714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
92,0.525714,0.531429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
93,0.531429,0.537143,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
94,0.537143,0.542857,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
95,0.542857,0.548571,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
96,0.548571,0.554286,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
97,0.554286,0.560000,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
98,0.560000,0.565714,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
99,0.565714,0.571429,0,0,NA,NA,NA,14N_Bipartite_Sparse,14,Sparse
